pos_x,pos_y
-764.6405639648438,-335.7989807128906
-765.9668579101562,-336.6725158691406
-767.2948608398438,-337.5471496582031
-768.6243286132812,-338.4230041503906
-769.9551391601562,-339.3001708984375
-771.2874145507812,-340.1785583496094
-772.6214599609375,-341.05816650390625
-773.9568481445312,-341.9388732910156
-775.2937622070312,-342.82073974609375
-776.6321411132812,-343.703857421875
-777.971923828125,-344.5881042480469
-779.3130493164062,-345.4734802246094
-780.65576171875,-346.3600158691406
-781.9999389648438,-347.2476501464844
-783.3455810546875,-348.1363525390625
-784.6926879882812,-349.02618408203125
-786.0410766601562,-349.9173278808594
-787.390869140625,-350.809814453125
-788.7420043945312,-351.7035827636719
-790.0944213867188,-352.59844970703125
-791.4483032226562,-353.4945373535156
-792.8034057617188,-354.3919982910156
-794.1597290039062,-355.2906799316406
-795.5173950195312,-356.190673828125
-796.87646484375,-357.091796875
-798.23681640625,-357.9941101074219
-799.598388671875,-358.89776611328125
-800.961181640625,-359.8027648925781
-802.3250732421875,-360.7090759277344
-803.6902465820312,-361.61663818359375
-805.0565185546875,-362.5256042480469
-806.4241333007812,-363.435791015625
-807.7927856445312,-364.34716796875
-809.1626586914062,-365.2599182128906
-810.5337524414062,-366.1739501953125
-811.9059448242188,-367.08929443359375
-813.2794799804688,-368.0058288574219
-814.6542358398438,-368.9236145019531
-816.0301513671875,-369.84228515625
-817.4070434570312,-370.76171875
-818.7844848632812,-371.681396484375
-820.1610717773438,-372.60076904296875
-821.5347290039062,-373.5185241699219
-822.9037475585938,-374.4337158203125
-824.2669067382812,-375.3452453613281
-825.6216430664062,-376.2513122558594
-826.9655151367188,-377.1499328613281
-828.2972412109375,-378.0404968261719
-829.6159057617188,-378.922607421875
-830.922119140625,-379.79669189453125
-832.2154541015625,-380.6617431640625
-833.4946899414062,-381.51708984375
-834.7587890625,-382.3620910644531
-836.00634765625,-383.1960754394531
-837.3900756835938,-384.1210632324219
-838.7532958984375,-385.0321350097656
-840.0953979492188,-385.9288330078125
-841.4150390625,-386.8101501464844
-842.7114868164062,-387.67572021484375
-843.986083984375,-388.5263366699219
-845.2396240234375,-389.3623962402344
-846.6073608398438,-390.27386474609375
-847.9490356445312,-391.1673583984375
-849.2660522460938,-392.0434265136719
-850.5592041015625,-392.9028015136719
-851.82958984375,-393.74615478515625
-853.2001953125,-394.65509033203125
-854.5445556640625,-395.54559326171875
-855.862060546875,-396.4173889160156
-857.1537475585938,-397.270751953125
-858.4210815429688,-398.106689453125
-859.7747802734375,-398.99822998046875
-861.1051635742188,-399.8731994628906
-862.416259765625,-400.7342224121094
-863.7012329101562,-401.57745361328125
-864.9630737304688,-402.40478515625
-866.307373046875,-403.2855529785156
-867.6290893554688,-404.15069580078125
-868.9302978515625,-405.00177001953125
-870.2103881835938,-405.8384704589844
-871.4734497070312,-406.6633605957031
-872.8230590820312,-407.54376220703125
-874.1455688476562,-408.40570068359375
-875.4429321289062,-409.2503662109375
-876.7159423828125,-410.07891845703125
-878.0523681640625,-410.9479675292969
-879.3615112304688,-411.798583984375
-880.642822265625,-412.6302795410156
-881.9793090820312,-413.49761962890625
-883.2890625,-414.346923828125
-884.5816650390625,-415.1846008300781
-885.864013671875,-416.0144348144531
-887.1400756835938,-416.8402099609375
-888.47265625,-417.7023620605469
-889.78369140625,-418.5501708984375
-891.0728149414062,-419.3832092285156
-892.3414306640625,-420.2022705078125
-893.6618041992188,-421.0536804199219
-894.9589233398438,-421.889892578125
-896.2335815429688,-422.7094421386719
-897.5551147460938,-423.5586242675781
-898.8509521484375,-424.3904113769531
-900.122314453125,-425.2060852050781
-901.43359375,-426.04656982421875
-902.719482421875,-426.8708190917969
-903.9843139648438,-427.6820068359375
-905.2925415039062,-428.5237121582031
-906.5808715820312,-429.3564758300781
-907.8505859375,-430.181640625
-909.1610717773438,-431.036865234375
-910.4532470703125,-431.88275146484375
-911.7247314453125,-432.7204895019531
-912.9794311523438,-433.5504455566406
-914.2784423828125,-434.4090881347656
-915.567138671875,-435.2575378417969
-916.8463134765625,-436.0937194824219
-918.1167602539062,-436.91827392578125
-919.3783569335938,-437.730224609375
-920.685546875,-438.5653381347656
-921.9853515625,-439.3828125
-923.2842407226562,-440.1716613769531
-924.5916748046875,-440.912841796875
-925.96923828125,-441.620361328125
-927.365966796875,-442.2502136230469
-928.7802124023438,-442.79730224609375
-930.21142578125,-443.2467041015625
-931.7110595703125,-443.6158752441406
-933.21728515625,-443.87677001953125
-934.7222900390625,-444.0408630371094
-936.277587890625,-444.0985107421875
-937.8187866210938,-444.05078125
-939.3390502929688,-443.8982238769531
-940.833984375,-443.6492919921875
-942.298095703125,-443.307861328125
-943.781982421875,-442.8625183105469
-945.232421875,-442.33441162109375
-946.64794921875,-441.72705078125
-948.0248413085938,-441.04302978515625
-949.353759765625,-440.2767639160156
-950.62451171875,-439.4236145019531
-951.8297119140625,-438.48431396484375
-952.9664916992188,-437.46661376953125
-954.02685546875,-436.37298583984375
-955.013427734375,-435.20916748046875
-955.9276733398438,-433.98193359375
-956.7701416015625,-432.7000732421875
-957.5408935546875,-431.3708190917969
-958.2329711914062,-429.9965515136719
-958.856689453125,-428.58648681640625
-959.4092407226562,-427.1435546875
-959.9000854492188,-425.6739501953125
-960.3151245117188,-424.2320556640625
-960.6682739257812,-422.7645568847656
-960.9635620117188,-421.26947021484375
-961.2034301757812,-419.74176025390625
-961.3812255859375,-418.23724365234375
-961.5062255859375,-416.6972961425781
-961.5673828125,-415.1807861328125
-961.5736694335938,-413.6297912597656
-961.5314331054688,-412.1067199707031
-961.4432373046875,-410.5499572753906
-961.316162109375,-409.0240478515625
-961.1461181640625,-407.465087890625
-960.9429321289062,-405.94110107421875
-960.7119750976562,-404.45831298828125
-960.439208984375,-402.94696044921875
-960.1205444335938,-401.4117736816406
-959.7720336914062,-399.9253234863281
-959.380615234375,-398.4183654785156
-958.969970703125,-396.9672546386719
-958.521240234375,-395.4981384277344
-958.0371704101562,-394.0108947753906
-957.5459594726562,-392.58514404296875
-957.0266723632812,-391.1432800292969
-956.4796142578125,-389.68499755859375
-955.9077758789062,-388.2082824707031
-955.3464965820312,-386.7944641113281
-954.7631225585938,-385.3575439453125
-954.1571044921875,-383.894775390625
-953.5673217773438,-382.4943542480469
-952.9602661132812,-381.07000732421875
-952.3363037109375,-379.6229553222656
-951.736328125,-378.24395751953125
-951.1233520507812,-376.843994140625
-950.4971313476562,-375.4231872558594
-949.8575439453125,-373.9808654785156
-949.203857421875,-372.5185546875
-948.5821533203125,-371.1355285644531
-947.949462890625,-369.7342834472656
-947.3071899414062,-368.31500244140625
-946.6559448242188,-366.8761901855469
-945.9971923828125,-365.4203796386719
-945.3787841796875,-364.0517578125
-944.7538452148438,-362.6672668457031
-944.12060546875,-361.2676086425781
-943.4782104492188,-359.8557434082031
-942.8265991210938,-358.4305725097656
-942.1644897460938,-356.9908752441406
-941.4923095703125,-355.53851318359375
-940.8092041015625,-354.0744323730469
-940.1691284179688,-352.71337890625
-939.518798828125,-351.34075927734375
-938.8562622070312,-349.9564208984375
-938.1834716796875,-348.56414794921875
-937.5006713867188,-347.1636962890625
-936.80859375,-345.7578430175781
-936.1105346679688,-344.356689453125
-935.4053955078125,-342.9601745605469
-934.6911010742188,-341.560302734375
-933.967041015625,-340.1544494628906
-933.2314453125,-338.7421875
-932.4843139648438,-337.3237609863281
-931.7261352539062,-335.8989562988281
-930.956787109375,-334.4673156738281
-930.1755981445312,-333.0289611816406
-929.4490356445312,-331.704833984375
-928.7123413085938,-330.3748779296875
-927.9657592773438,-329.0393371582031
-927.209716796875,-327.6982116699219
-926.4439697265625,-326.3508605957031
-925.6688842773438,-324.9974365234375
-924.8853759765625,-323.6379089355469
-924.094482421875,-322.2718200683594
-923.2962646484375,-320.8988037109375
-922.4918212890625,-319.51849365234375
-921.6814575195312,-318.1307067871094
-920.8656616210938,-316.7355041503906
-920.0446166992188,-315.3323669433594
-919.21826171875,-313.9210510253906
-918.3869018554688,-312.5020751953125
-917.6271362304688,-311.20556640625
-916.8632202148438,-309.9024963378906
-916.0953979492188,-308.5931091308594
-915.3235473632812,-307.2768249511719
-914.5484008789062,-305.9541015625
-913.7704467773438,-304.6256408691406
-912.9888305664062,-303.2902526855469
-912.2031860351562,-301.9476318359375
-911.4146728515625,-300.5987548828125
-910.6234130859375,-299.24346923828125
-909.8287963867188,-297.8813171386719
-909.03076171875,-296.5126037597656
-908.2302856445312,-295.1398620605469
-907.4301147460938,-293.7684020996094
-906.630126953125,-292.3983154296875
-905.8300170898438,-291.02886962890625
-905.02783203125,-289.6577453613281
-904.22216796875,-288.2826232910156
-903.412353515625,-286.9030456542969
-902.5985107421875,-285.5190124511719
-901.781005859375,-284.1309814453125
-900.9599609375,-282.7391662597656
-900.1351318359375,-281.34356689453125
-899.3062744140625,-279.9438171386719
-898.473388671875,-278.53997802734375
-897.6368408203125,-277.1322937011719
-896.7967529296875,-275.72161865234375
-895.9521484375,-274.3081359863281
-895.10205078125,-272.8918762207031
-894.2466430664062,-271.4735412597656
-893.3867797851562,-270.0532531738281
-892.5228271484375,-268.6307678222656
-891.7413330078125,-267.3490295410156
-890.9569702148438,-266.0655212402344
-890.16943359375,-264.7796630859375
-889.3792114257812,-263.4922790527344
-888.5867919921875,-262.2035217285156
-887.7916870117188,-260.9126281738281
-886.9931030273438,-259.61968994140625
-886.1904296875,-258.3255920410156
-885.3829956054688,-257.0304870605469
-884.5711059570312,-255.73446655273438
-883.7548828125,-254.4375
-882.9345092773438,-253.13966369628906
-882.1102294921875,-251.84100341796875
-881.281982421875,-250.54177856445312
-880.449462890625,-249.24208068847656
-879.6127319335938,-247.94175720214844
-878.77197265625,-246.64108276367188
-877.927001953125,-245.3399200439453
-877.0780029296875,-244.03797912597656
-876.2254638671875,-242.73524475097656
-875.3698120117188,-241.43161010742188
-874.5107421875,-240.12718200683594
-873.6483154296875,-238.82208251953125
-872.7824096679688,-237.51625061035156
-871.9132080078125,-236.20962524414062
-871.0408935546875,-234.9021759033203
-870.1656494140625,-233.59393310546875
-869.2879028320312,-232.28506469726562
-868.4082641601562,-230.9759521484375
-867.52685546875,-229.66744995117188
-866.643310546875,-228.36007690429688
-865.7578735351562,-227.0541229248047
-864.8704223632812,-225.7498321533203
-863.9813232421875,-224.44696044921875
-863.0908203125,-223.14559936523438
-862.198486328125,-221.84622192382812
-861.3037719726562,-220.54905700683594
-860.4066162109375,-219.2539825439453
-859.5069580078125,-217.96096801757812
-858.6048583984375,-216.66998291015625
-857.7002563476562,-215.3809356689453
-856.7935791015625,-214.0936279296875
-855.884765625,-212.8082733154297
-854.9738159179688,-211.5249481201172
-854.0606689453125,-210.24356079101562
-853.1455078125,-208.964111328125
-852.2280883789062,-207.68667602539062
-851.3084106445312,-206.41143798828125
-850.386474609375,-205.13807678222656
-849.4624633789062,-203.86671447753906
-848.5361938476562,-202.5973663330078
-847.6077270507812,-201.3301239013672
-846.6774291992188,-200.06463623046875
-845.7451782226562,-198.80116271972656
-844.8108520507812,-197.5397186279297
-843.8741455078125,-196.2806396484375
-842.9349365234375,-195.0238494873047
-841.9932861328125,-193.76939392089844
-841.0491943359375,-192.51715087890625
-840.102783203125,-191.26739501953125
-839.1536254882812,-190.02040100097656
-838.201416015625,-188.77621459960938
-837.2462158203125,-187.5345916748047
-836.288330078125,-186.29527282714844
-835.3283081054688,-185.0583038330078
-834.3662109375,-183.8237762451172
-833.4017333984375,-182.59158325195312
-832.4345703125,-181.36183166503906
-831.465087890625,-180.13438415527344
-830.4934692382812,-178.90914916992188
-829.5198364257812,-177.68612670898438
-828.5438232421875,-176.46551513671875
-827.565185546875,-175.24758911132812
-826.5838012695312,-174.032470703125
-825.599853515625,-172.8199920654297
-824.6130981445312,-171.61012268066406
-823.6239013671875,-170.40272521972656
-822.6325073242188,-169.19772338867188
-821.6385498046875,-167.9954376220703
-820.6417846679688,-166.79588317871094
-819.6425170898438,-165.59902954101562
-818.6405029296875,-164.40545654296875
-817.6354370117188,-163.2147216796875
-816.6279296875,-162.0261993408203
-815.6187744140625,-160.83975219726562
-814.6080322265625,-159.65562438964844
-813.5947875976562,-158.47434997558594
-812.5783081054688,-157.29656982421875
-811.5584106445312,-156.1222686767578
-810.5352783203125,-154.9512176513672
-809.5092163085938,-153.7830810546875
-808.48046875,-152.61795043945312
-807.44921875,-151.4556427001953
-806.415283203125,-150.29632568359375
-805.3787231445312,-149.139892578125
-804.3394775390625,-147.9865264892578
-803.2971801757812,-146.83657836914062
-802.251953125,-145.68980407714844
-801.2034912109375,-144.54664611816406
-800.15185546875,-143.40684509277344
-799.0969848632812,-142.27072143554688
-798.038818359375,-141.13816833496094
-796.9774169921875,-140.0093231201172
-795.912841796875,-138.88414001464844
-794.8449096679688,-137.7627716064453
-793.7735595703125,-136.64512634277344
-792.6992797851562,-135.5307159423828
-791.6224975585938,-134.41946411132812
-790.5433959960938,-133.31088256835938
-789.4619140625,-132.20521545410156
-788.3782958984375,-131.1021728515625
-787.2926025390625,-130.001708984375
-786.204833984375,-128.9037322998047
-785.115234375,-127.80814361572266
-784.02392578125,-126.71491241455078
-782.9306640625,-125.62419128417969
-781.8353881835938,-124.53596496582031
-780.73828125,-123.45001983642578
-779.6393432617188,-122.3664779663086
-778.538818359375,-121.28510284423828
-777.4365234375,-120.20602416992188
-776.3325805664062,-119.12918090820312
-775.2269897460938,-118.05448913574219
-774.11962890625,-116.98221588134766
-773.0105590820312,-115.9121322631836
-771.8998413085938,-114.84440612792969
-770.787353515625,-113.77879333496094
-769.6732177734375,-112.71546173095703
-768.557373046875,-111.65442657470703
-767.4398803710938,-110.59550476074219
-766.3209838867188,-109.53845977783203
-765.2007446289062,-108.48338317871094
-764.078857421875,-107.43065643310547
-762.9552001953125,-106.38009643554688
-761.8300170898438,-105.3317642211914
-760.703369140625,-104.28555297851562
-759.5750732421875,-103.24149322509766
-758.4451293945312,-102.19950103759766
-757.3136596679688,-101.15957641601562
-756.1806030273438,-100.12187194824219
-755.0460205078125,-99.08631134033203
-753.9099731445312,-98.05287170410156
-752.7724609375,-97.0213394165039
-751.6334838867188,-95.99177551269531
-750.4931640625,-94.96409606933594
-749.3514404296875,-93.9385986328125
-748.2085571289062,-92.91499328613281
-747.0646362304688,-91.89319610595703
-745.9198608398438,-90.87313842773438
-744.7745361328125,-89.85465240478516
-743.6287231445312,-88.8378677368164
-742.4824829101562,-87.82252502441406
-741.3364868164062,-86.80841827392578
-740.1909790039062,-85.79508209228516
-739.0459594726562,-84.78253173828125
-737.9014892578125,-83.77080535888672
-736.757568359375,-82.75972747802734
-735.6146240234375,-81.74916076660156
-734.4722290039062,-80.7391586303711
-733.3303833007812,-79.72997283935547
-732.1892700195312,-78.72151184082031
-731.0486450195312,-77.7138442993164
-729.9086303710938,-76.70698547363281
-728.7692260742188,-75.70097351074219
-727.6304931640625,-74.69590759277344
-726.4923095703125,-73.69154357910156
-725.354736328125,-72.68792724609375
-724.2177734375,-71.68498229980469
-723.0816040039062,-70.68270874023438
-721.946533203125,-69.68089294433594
-720.8125,-68.67940521240234
-719.6795654296875,-67.67816162109375
-718.5475463867188,-66.67718505859375
-717.4166870117188,-65.67647552490234
-716.2869262695312,-64.67596435546875
-715.1583251953125,-63.675655364990234
-714.0309448242188,-62.67536926269531
-712.9048461914062,-61.67521667480469
-711.77978515625,-60.67543411254883
-710.6556396484375,-59.676116943359375
-709.5321655273438,-58.67744827270508
-708.4093627929688,-57.67951583862305
-707.287109375,-56.68257522583008
-706.1651611328125,-55.686767578125
-704.9190063476562,-54.58150100708008
-703.6732788085938,-53.477542877197266
-702.4281616210938,-52.37470626831055
-701.1837158203125,-51.2730712890625
-699.93994140625,-50.17229461669922
-698.6969604492188,-49.0723991394043
-697.4546508789062,-47.97334289550781
-696.2132568359375,-46.87523651123047
-694.97265625,-45.77801513671875
-693.7328491210938,-44.68168258666992
-692.4940185546875,-43.58619689941406
-691.2559814453125,-42.49160385131836
-690.0186767578125,-41.39783477783203
-688.7823486328125,-40.30482482910156
-687.546875,-39.21255874633789
-686.3125,-38.12100601196289
-685.0790405273438,-37.03020477294922
-683.846435546875,-35.94000244140625
-682.6153564453125,-34.85010528564453
-681.3858032226562,-33.76032638549805
-680.1575927734375,-32.670841217041016
-678.9307250976562,-31.581546783447266
-677.705322265625,-30.492334365844727
-676.481689453125,-29.40290069580078
-675.2600708007812,-28.313081741333008
-674.0403442382812,-27.22287368774414
-672.822509765625,-26.132339477539062
-671.6070556640625,-25.041019439697266
-670.394287109375,-23.94863510131836
-669.1838989257812,-22.85526466369629
-667.9758911132812,-21.760982513427734
-666.7700805664062,-20.665908813476562
-665.5661010742188,-19.570598602294922
-664.3638305664062,-18.475170135498047
-663.1632690429688,-17.379596710205078
-661.9642333984375,-16.2841796875
-660.7667236328125,-15.188728332519531
-659.5711669921875,-14.093084335327148
-658.377685546875,-12.996920585632324
-657.1866455078125,-11.899951934814453
-655.9981079101562,-10.801980018615723
-654.8121948242188,-9.70284652709961
-653.6293334960938,-8.602279663085938
-652.4495239257812,-7.500095844268799
-651.27294921875,-6.396324634552002
-650.0994262695312,-5.290956974029541
-648.9295654296875,-4.183698654174805
-647.7631225585938,-3.074445962905884
-646.6001586914062,-1.9632415771484375
-645.4406127929688,-0.8502148389816284
-644.2846069335938,0.2646859586238861
-643.13232421875,1.381736397743225
-641.9835205078125,2.5007264614105225
-640.8380737304688,3.6215107440948486
-639.6959838867188,4.744063854217529
-638.5574951171875,5.868445873260498
-637.422607421875,6.994694709777832
-636.2914428710938,8.122957229614258
-635.1637573242188,9.253127098083496
-634.0396728515625,10.385144233703613
-632.9190673828125,11.51893424987793
-631.8018798828125,12.654475212097168
-630.6881713867188,13.791702270507812
-629.5778198242188,14.93053150177002
-628.4702758789062,16.07063865661621
-627.3654174804688,17.211814880371094
-626.2632446289062,18.353952407836914
-625.1637573242188,19.497051239013672
-624.06689453125,20.64104652404785
-622.97265625,21.78592872619629
-621.8806762695312,22.931556701660156
-620.7909545898438,24.077722549438477
-619.7035522460938,25.224565505981445
-618.6187133789062,26.37209701538086
-617.5362548828125,27.5203914642334
-616.4561767578125,28.66943359375
-615.37841796875,29.819211959838867
-614.3031005859375,30.96976089477539
-613.230224609375,32.121070861816406
-612.15966796875,33.273155212402344
-611.091552734375,34.4260368347168
-610.0258178710938,35.579566955566406
-608.9624633789062,36.73381423950195
-607.9016723632812,37.888954162597656
-606.843017578125,39.04475402832031
-605.7866821289062,40.201194763183594
-604.7329711914062,41.358585357666016
-603.6820068359375,42.51699447631836
-602.6339111328125,43.676570892333984
-601.5887451171875,44.837371826171875
-600.5463256835938,45.99925231933594
-599.5066528320312,47.16217803955078
-598.4701538085938,48.326332092285156
-597.4368286132812,49.491878509521484
-596.4066772460938,50.65874481201172
-595.3797607421875,51.827186584472656
-594.3562622070312,52.997093200683594
-593.3363037109375,54.16861343383789
-592.320068359375,55.341800689697266
-591.3075561523438,56.516788482666016
-590.2987670898438,57.693328857421875
-589.2935180664062,58.871337890625
-588.291748046875,60.0509033203125
-587.2940063476562,61.232139587402344
-586.301025390625,62.41565704345703
-585.3126831054688,63.601409912109375
-584.3289794921875,64.78956604003906
-583.3504028320312,65.98021697998047
-582.3773193359375,67.1734848022461
-581.4102172851562,68.36923217773438
-580.4484252929688,69.56722259521484
-579.4927978515625,70.76698303222656
-578.5439453125,71.96975708007812
-577.60107421875,73.17578125
-576.6658325195312,74.38520812988281
-575.7401123046875,75.59880065917969
-574.823974609375,76.81685638427734
-573.91748046875,78.03766632080078
-573.0187377929688,79.26261138916016
-572.129638671875,80.491943359375
-571.2479248046875,81.72490692138672
-570.3741455078125,82.9609603881836
-569.5077514648438,84.19996643066406
-568.6475830078125,85.44114685058594
-567.7933959960938,86.68383026123047
-566.9447021484375,87.92801666259766
-566.1007080078125,89.17316436767578
-565.2601928710938,90.41851806640625
-564.4223022460938,91.6632308959961
-563.5033569335938,93.03138732910156
-562.5867919921875,94.3982925415039
-561.6716918945312,95.76351928710938
-560.7576293945312,97.12659454345703
-559.8441162109375,98.48707580566406
-558.9296264648438,99.84374237060547
-558.0127563476562,101.1954574584961
-557.0924072265625,102.54134368896484
-556.1671752929688,103.88021087646484
-555.236083984375,105.21158599853516
-554.2988891601562,106.53524017333984
-553.356201171875,107.85151672363281
-552.406982421875,109.158935546875
-551.450927734375,110.45716094970703
-550.4873657226562,111.74540710449219
-549.5169677734375,113.02398681640625
-548.5399780273438,114.2929916381836
-547.5570068359375,115.55313873291016
-546.568359375,116.8039779663086
-545.5740966796875,118.04576873779297
-544.5734252929688,119.27761840820312
-543.5662231445312,120.49956512451172
-542.552734375,121.71149444580078
-541.5328369140625,122.91339111328125
-540.5062866210938,124.1044921875
-539.4725952148438,125.28436279296875
-538.4319458007812,126.45272064208984
-537.3836669921875,127.60851287841797
-536.3281860351562,128.75164794921875
-535.265380859375,129.88226318359375
-534.1956787109375,131.00094604492188
-533.1192016601562,132.10733032226562
-532.0355224609375,133.20045471191406
-530.944091796875,134.27972412109375
-529.845703125,135.34530639648438
-528.739990234375,136.39707946777344
-527.6275024414062,137.43504333496094
-526.5076293945312,138.4585418701172
-525.3807983398438,139.46725463867188
-524.246826171875,140.46109008789062
-523.1062622070312,141.4394073486328
-521.85546875,142.48974609375
-520.5975952148438,143.5224151611328
-519.3330688476562,144.53890991210938
-518.0621337890625,145.54165649414062
-516.7844848632812,146.53125
-515.499267578125,147.50860595703125
-514.2058715820312,148.4724578857422
-512.9050903320312,149.42408752441406
-511.5962829589844,150.36436462402344
-510.2790222167969,151.29212951660156
-508.9529724121094,152.20684814453125
-507.6181335449219,153.10939025878906
-506.2749938964844,154.00022888183594
-504.9238586425781,154.88014221191406
-503.56475830078125,155.74954223632812
-502.1980285644531,156.60958862304688
-500.8236389160156,157.4598846435547
-499.4421081542969,158.30020141601562
-498.0535583496094,159.13082885742188
-496.6581115722656,159.95166015625
-495.25567626953125,160.76187133789062
-493.84649658203125,161.56146240234375
-492.4310302734375,162.35110473632812
-491.0099182128906,163.13185119628906
-489.5835266113281,163.90512084960938
-488.15228271484375,164.67153930664062
-486.71588134765625,165.431396484375
-485.274169921875,166.1834716796875
-483.8264465332031,166.92657470703125
-482.373046875,167.66050720214844
-480.91400146484375,168.38616943359375
-479.4498291015625,169.103759765625
-477.98016357421875,169.8140411376953
-476.505126953125,170.51658630371094
-475.02471923828125,171.2115936279297
-473.6629638671875,171.84193420410156
-472.2966003417969,172.46633911132812
-470.926025390625,173.0846710205078
-469.55133056640625,173.69708251953125
-468.17205810546875,174.30300903320312
-466.7886657714844,174.9022674560547
-465.4012451171875,175.49557495117188
-464.0101318359375,176.08351135253906
-462.6156311035156,176.6671142578125
-461.2174377441406,177.24517822265625
-459.81524658203125,177.81747436523438
-458.40960693359375,178.38427734375
-457.0005187988281,178.9458465576172
-455.5879211425781,179.5026397705078
-454.1717834472656,180.05462646484375
-452.7524108886719,180.60243225097656
-451.3291931152344,181.14614868164062
-449.9023132324219,181.6851806640625
-448.47125244140625,182.21875
-447.0358581542969,182.74559020996094
-445.5956726074219,183.2658233642578
-444.1514587402344,183.77978515625
-442.7027893066406,184.2877960205078
-441.24957275390625,184.7887420654297
-439.79107666015625,185.28134155273438
-438.3276672363281,185.76486206054688
-436.85955810546875,186.23956298828125
-435.38623046875,186.70579528808594
-433.90826416015625,187.1626739501953
-432.4252624511719,187.6103515625
-430.9376525878906,188.04934692382812
-429.4456787109375,188.48057556152344
-427.9491882324219,188.90460205078125
-426.4486083984375,189.3206787109375
-424.9437255859375,189.72869873046875
-423.4347839355469,190.12850952148438
-421.9221496582031,190.521484375
-420.4061279296875,190.9088592529297
-418.8871765136719,191.29286193847656
-417.36614990234375,191.67628479003906
-415.84326171875,192.06106567382812
-414.3189392089844,192.44857788085938
-412.79351806640625,192.83912658691406
-411.2673034667969,193.2334442138672
-409.74005126953125,193.63201904296875
-408.2124938964844,194.03689575195312
